,Unnamed: 0,id,fl_matriz,de_natureza_juridica,sg_uf,natureza_juridica_macro,de_ramo,setor,idade_empresa_anos,idade_emp_cat,fl_me,fl_sa,fl_epp,fl_mei,fl_ltda,dt_situacao,fl_st_especial,fl_email,fl_telefone,fl_rm,nm_divisao,nm_segmento,fl_spa,fl_antt,fl_veiculo,vl_total_tancagem,vl_total_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados,fl_optante_simples,qt_art,vl_total_veiculos_pesados_grupo,vl_total_veiculos_leves_grupo,vl_total_tancagem_grupo,vl_total_veiculos_antt_grupo,vl_potenc_cons_oleo_gas,fl_optante_simei,sg_uf_matriz,de_saude_tributaria,de_saude_rescencia,nu_meses_rescencia,de_nivel_atividade,de_indicador_telefone,fl_simples_irregular,vl_frota,empsetorcensitariofaixarendapopulacao,nm_meso_regiao,nm_micro_regiao,fl_passivel_iss,qt_socios,qt_socios_pf,qt_socios_pj,idade_media_socios,idade_maxima_socios,idade_minima_socios,qt_socios_st_regular,qt_socios_st_suspensa,qt_socios_masculino,qt_socios_feminino,qt_socios_pep,qt_alteracao_socio_total,qt_alteracao_socio_90d,qt_alteracao_socio_180d,qt_alteracao_socio_365d,qt_socios_pj_ativos,qt_socios_pj_nulos,qt_socios_pj_baixados,qt_socios_pj_suspensos,qt_socios_pj_inaptos,vl_idade_media_socios_pj,vl_idade_maxima_socios_pj,vl_idade_minima_socios_pj,qt_coligados,qt_socios_coligados,qt_coligados_matriz,qt_coligados_ativo,qt_coligados_baixada,qt_coligados_inapta,qt_coligados_suspensa,qt_coligados_nula,idade_media_coligadas,idade_maxima_coligadas,idade_minima_coligadas,coligada_mais_nova_ativa,coligada_mais_antiga_ativa,idade_media_coligadas_ativas,coligada_mais_nova_baixada,coligada_mais_antiga_baixada,idade_media_coligadas_baixadas,qt_coligados_sa,qt_coligados_me,qt_coligados_mei,qt_coligados_ltda,qt_coligados_epp,qt_coligados_norte,qt_coligados_sul,qt_coligados_nordeste,qt_coligados_centro,qt_coligados_sudeste,qt_coligados_exterior,qt_ufs_coligados,qt_regioes_coligados,qt_ramos_coligados,qt_coligados_industria,qt_coligados_agropecuaria,qt_coligados_comercio,qt_coligados_serviço,qt_coligados_ccivil,qt_funcionarios_coligados,qt_funcionarios_coligados_gp,media_funcionarios_coligados_gp,max_funcionarios_coligados_gp,min_funcionarios_coligados_gp,vl_folha_coligados,media_vl_folha_coligados,max_vl_folha_coligados,min_vl_folha_coligados,vl_folha_coligados_gp,media_vl_folha_coligados_gp,max_vl_folha_coligados_gp,min_vl_folha_coligados_gp,faturamento_est_coligados,media_faturamento_est_coligados,max_faturamento_est_coligados,min_faturamento_est_coligados,faturamento_est_coligados_gp,media_faturamento_est_coligados_gp,max_faturamento_est_coligados_gp,min_faturamento_est_coligados_gp,total_filiais_coligados,media_filiais_coligados,max_filiais_coligados,min_filiais_coligados,qt_coligados_atividade_alto,qt_coligados_atividade_medio,qt_coligados_atividade_baixo,qt_coligados_atividade_mt_baixo,qt_coligados_atividade_inativo,qt_coligadas,sum_faturamento_estimado_coligadas,de_faixa_faturamento_estimado,de_faixa_faturamento_estimado_grupo,vl_faturamento_estimado_aux,vl_faturamento_estimado_grupo_aux,qt_ex_funcionarios,qt_funcionarios_grupo,percent_func_genero_masc,percent_func_genero_fem,idade_ate_18,idade_de_19_a_23,idade_de_24_a_28,idade_de_29_a_33,idade_de_34_a_38,idade_de_39_a_43,idade_de_44_a_48,idade_de_49_a_53,idade_de_54_a_58,idade_acima_de_58,grau_instrucao_macro_analfabeto,grau_instrucao_macro_escolaridade_fundamental,grau_instrucao_macro_escolaridade_media,grau_instrucao_macro_escolaridade_superior,grau_instrucao_macro_desconhecido,total,meses_ultima_contratacaco,qt_admitidos_12meses,qt_desligados_12meses,qt_desligados,qt_admitidos,media_meses_servicos_all,max_meses_servicos_all,min_meses_servicos_all,media_meses_servicos,max_meses_servicos,min_meses_servicos,qt_funcionarios,qt_funcionarios_12meses,qt_funcionarios_24meses,tx_crescimento_12meses,tx_crescimento_24meses,tx_rotatividade,qt_filiais
73,73,04733e715bb250f821843f81fd1c7aa310c43242899d5181d242236693a2698e,True,SOCIEDADE EMPRESARIA LIMITADA,RN,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,2.3123287671232875,1 a 5,False,False,False,False,False,2016-07-06,False,True,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,False,RN,VERDE,ACIMA DE 1 ANO,25.0,ALTA,,False,,1671.77,LESTE POTIGUAR,NATAL,True,2.0,2.0,0.0,50.0,50.0,50.0,1.0,,1.0,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,147.01666666666662,158.96666666666667,135.06666666666666,135.06666666666666,158.96666666666667,147.01666666666662,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,420000.0,210000.0,210000.0,210000.0,420000.0,210000.0,210000.0,210000.0,,,,,0.0,0.0,0.0,0.0,0.0,2.0,420000.0,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",185457.6,185457.6,0.0,1.0,100.0,0.0,,,,,1.0,,,,,,,,1.0,,,1.0,10.0,1.0,0.0,0.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,,,0.0,0
449,449,c5fa4d37cd3dd3d1169c13799e05c9a7ef3b04bb318a189f3054efb45930e0dd,True,SOCIEDADE EMPRESARIA LIMITADA,RN,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,2.967123287671233,1 a 5,False,False,False,False,False,2015-11-10,False,True,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,False,RN,AZUL,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,,883.6,LESTE POTIGUAR,NATAL,True,2.0,2.0,0.0,34.0,35.0,33.0,2.0,,1.0,1.0,,,,,,,,,,,,,,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,81.56666666666669,141.26666666666668,21.86666666666667,21.86666666666667,141.26666666666668,81.56666666666669,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,420000.0,210000.0,210000.0,210000.0,420000.0,210000.0,210000.0,210000.0,,,,,0.0,0.0,0.0,0.0,0.0,2.0,420000.0,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",185457.6,185457.6,0.0,1.0,0.0,100.0,,,,,,1.0,,,,,,,1.0,,,1.0,23.2,0.0,0.0,0.0,1.0,23.2,23.2,23.2,23.2,23.2,23.2,1.0,1.0,0.0,0.0,,0.0,0
143,143,289a386a33a42c38715da94be8e1571f2e7ae18d1ad01341d94a325b9dfaf0e0,False,SOCIEDADE EMPRESARIA LIMITADA,RO,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,16.542465753424658,15 a 20,False,False,False,False,False,2002-10-12,False,False,False,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,0,0,,,,False,RO,VERDE,ACIMA DE 1 ANO,21.0,MEDIA,,False,,935.68,,,False,2.0,2.0,0.0,38.5,41.0,36.0,2.0,,1.0,1.0,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,172.2,175.83333333333337,168.56666666666666,168.56666666666666,175.83333333333337,172.2,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,420000.0,210000.0,210000.0,210000.0,420000.0,210000.0,210000.0,210000.0,,,,,0.0,0.0,0.0,0.0,0.0,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 360.000,01 A R$ 1.500.000,00",210000.0,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
486,486,9358f21d7e9050282b18958ee6e2092b64590f45505779d2fe8886f9cd70409e,False,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,7.550684931506848,5 a 10,False,False,False,False,False,2011-04-12,False,True,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,1,0,,,,False,AM,VERMELHO,ACIMA DE 1 ANO,21.0,BAIXA,,False,,781.59,CENTRO AMAZONENSE,PARINTINS,True,2.0,2.0,0.0,39.5,53.0,26.0,1.0,1.0,2.0,,,,,,,,,,,,,,,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,351.1833333333333,634.1666666666666,68.2,68.2,634.1666666666666,351.1833333333333,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,420000.0,210000.0,210000.0,210000.0,1470000.0,735000.0,1260000.0,210000.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 4.800.000,01 A R$ 10.000.000,00",210000.0,7476417.5,6.0,25.0,,,,,,,,,,,,,,,,,,,67.86666666666666,0.0,0.0,6.0,6.0,23.22222222222223,39.56666666666667,1.0,,,,0.0,0.0,0.0,,,0.0,26
141,141,3c3adb06c84a339ab046c24b5cd4584c0416f36b2026c3c86a2f3ab1e65a7287,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,31.660273972602734,> 20,False,False,False,False,False,2006-12-01,False,False,False,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,0,0,,,,False,AM,VERDE,ACIMA DE 1 ANO,25.0,ALTA,,False,,,CENTRO AMAZONENSE,ITACOATIARA,False,2.0,2.0,0.0,48.5,65.0,32.0,2.0,,1.0,1.0,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,55.04444444444446,135.43333333333334,13.233333333333333,13.233333333333333,135.43333333333334,55.04444444444446,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,1350000.0,450000.0,930000.0,210000.0,1350000.0,450000.0,930000.0,210000.0,,,,,0.0,0.0,0.0,0.0,0.0,3.0,1350000.0,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000.0,210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
522,522,a52c30033717a0d549535425068220ca74a15cfeb32386990131866db90f9b9e,False,EMPRESARIO INDIVIDUAL,PI,OUTROS,COMERCIO VAREJISTA,COMERCIO,25.14794520547945,> 20,False,False,False,False,False,2005-11-03,False,False,False,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,0,0,,,,False,PI,VERDE,ACIMA DE 1 ANO,23.0,ALTA,,False,,1003.33,CENTRO NORTE PIAUIENSE,TERESINA,False,1.0,1.0,0.0,70.0,70.0,70.0,1.0,,1.0,,,,,,,,,,,,,,,7.0,42.0,6.0,42.0,0.0,0.0,0.0,0.0,374.47142857142853,521.8,287.3,287.3,521.8,374.47142857142853,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,42.0,0.0,0.0,,,,,,,,,,,,,,8820000.0,210000.0,210000.0,210000.0,61740000.0,1470000.0,1470000.0,1470000.0,36.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1260000.0,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 360.000,01 A R$ 1.500.000,00",210000.0,1470000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
106,106,6cabb5a0aa5a1c0f8605d8a4d8c1218cf9127602d2e017a2ca0ac3d381a67236,False,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,15.506849315068493,15 a 20,False,False,False,False,False,2005-04-30,False,False,False,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,0,0,,,,False,AM,VERDE,ACIMA DE 1 ANO,22.0,ALTA,,False,,,SUDOESTE AMAZONENSE,JURUA,False,2.0,2.0,0.0,65.5,68.0,63.0,2.0,,2.0,,,,,,,,,,,,,,,5.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,268.12666666666667,357.53333333333336,130.36666666666667,130.36666666666667,357.53333333333336,268.12666666666667,,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,0.0,3.0,1.0,0.0,32.0,33.0,6.6,12.0,3.0,2328523.21875,465704.64375,1092139.2,185457.6,2390342.4375,478068.4875,1092139.2,185457.6,5800701.6875,1160140.3375,2184278.5,463644.0,5986159.3125,1197231.8625,2184278.5,463644.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 360.000,01 A R$ 1.500.000,00",210000.0,630000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
31,31,5ee721ecd886602f91ac30987582247982b4f437cae06f20e9196b8fc79fbf5a,True,EMPRESARIO INDIVIDUAL,RN,OUTROS,COMERCIO VAREJISTA,COMERCIO,6.947945205479453,5 a 10,False,False,False,True,False,2011-11-18,False,False,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,True,RN,VERDE,ACIMA DE 1 ANO,26.0,ALTA,,False,,400.55,LESTE POTIGUAR,LITORAL NORDESTE,False,1.0,1.0,0.0,38.0,38.0,38.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.066666666666666,4.066666666666666,4.066666666666666,4.066666666666666,4.066666666666666,4.066666666666666,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,"ATE R$ 81.000,00","ATE R$ 81.000,00",50000.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
404,404,a94362967ac8a92aa1f34c1449f16a7e47eeda7f76a5353ccff5a87d31944eb3,True,EMPRESARIO INDIVIDUAL,PI,OUTROS,COMERCIO VAREJISTA,COMERCIO,2.6575342465753424,1 a 5,False,False,False,False,False,2016-03-02,False,False,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,False,PI,VERDE,ACIMA DE 1 ANO,27.0,MEDIA,,False,,,SUDESTE PIAUIENSE,PICOS,False,1.0,1.0,0.0,72.0,72.0,72.0,1.0,,,1.0,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,291.48333333333335,461.1,121.86666666666666,121.86666666666666,461.1,291.48333333333335,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,11.0,11.0,5.5,8.0,3.0,515160.0,257580.0,329702.4,185457.6,515160.0,257580.0,329702.4,185457.6,1030320.0,515160.0,659404.8,370915.2,1030320.0,515160.0,659404.8,370915.2,,,,,0.0,0.0,0.0,0.0,0.0,2.0,1030320.0,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000.0,210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
537,537,ea33bd6615d4b5dd23f5d9ba3a23e590508117e945dc63d141385e23def58735,False,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,10.63013698630137,10 a 15,False,False,False,False,False,2008-03-14,False,False,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,,,1.0,1.0,False,,8,17,,,,False,AM,VERDE,ACIMA DE 1 ANO,21.0,ALTA,BOA,False,3611.0,464.13,CENTRO AMAZONENSE,PARINTINS,False,3.0,3.0,0.0,35.0,54.0,24.0,3.0,,,1.0,,,,,,,,,,,,,,5.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,53.33333333333333,134.73333333333332,4.633333333333334,4.633333333333334,134.73333333333332,53.33333333333333,,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,53.0,53.0,17.666666666666668,26.0,7.0,3235204.78125,1078401.59375,1566086.4,432734.4,3235204.78125,1078401.59375,1566086.4,432734.4,9915614.25,2478903.5625,4698259.0,210000.0,10125614.25,2531403.5625,4698259.0,210000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,"DE R$ 1.500.000,01 A R$ 4.800.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",1669118.4,33880856.0,17.0,191.0,100.0,0.0,,,,1.0,3.0,1.0,1.0,1.0,,2.0,,4.0,5.0,,,9.0,2.933333333333333,2.0,2.0,17.0,26.0,25.93076923076923,158.13333333333333,0.9666666666666668,45.425925925925924,158.13333333333333,2.933333333333333,9.0,9.0,9.0,0.0,0.0,22.222222222222218,22
222,222,64e95f8a4e2081b85e485be06cac760629972e0921f4391fca4410313f6a17a6,False,EMPRESARIO INDIVIDUAL,RN,OUTROS,COMERCIO VAREJISTA,COMERCIO,11.093150684931507,10 a 15,False,False,False,False,False,2007-09-27,False,True,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,False,RN,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,,1223.52,CENTRAL POTIGUAR,SERIDO ORIENTAL,False,1.0,1.0,0.0,49.0,49.0,49.0,1.0,,,1.0,,,,,,,,,,,,,,6.0,20.0,11.0,20.0,0.0,0.0,0.0,0.0,124.36833333333334,249.33333333333331,10.633333333333333,10.633333333333333,249.33333333333331,124.36833333333334,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,20.0,0.0,0.0,40.0,148.0,9.25,12.0,1.0,2472767.921875,190212.9170673077,370915.2,61819.2,9149241.296875,571827.5810546875,741830.4,61819.2,8888304.125,444415.20625,1112745.6,185457.6,31647725.375,1582386.26875,2435491.2,210000.0,13.0,1.8571428571428568,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2274576.03125,"DE R$ 360.000,01 A R$ 1.500.000,00","DE R$ 1.500.000,01 A R$ 4.800.000,00",556372.8,2435491.2,7.0,12.0,0.0,100.0,,,1.0,1.0,1.0,,,,,,,,3.0,,,3.0,2.933333333333333,2.0,1.0,7.0,10.0,23.496666666666666,56.76666666666666,2.933333333333333,12.744444444444444,32.36666666666667,2.933333333333333,3.0,2.0,3.0,50.0,0.0,0.0,4
58,58,65ed01d715525139c8eba232100425a81d6f76ee4c7dcb9edbec999be82fa0ab,False,SOCIEDADE EMPRESARIA LIMITADA,RN,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,4.920547945205478,1 a 5,False,False,False,False,False,2013-11-27,False,True,False,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,8,3,,,,False,RN,VERDE,ACIMA DE 1 ANO,50.0,ALTA,,False,,896.06,CENTRAL POTIGUAR,SERIDO OCIDENTAL,True,3.0,3.0,0.0,56.33333333333334,68.0,40.0,3.0,,2.0,1.0,,,,,,,,,,,,,,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,484.36666666666673,518.6666666666666,450.06666666666666,450.06666666666666,518.6666666666666,484.36666666666673,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,15.0,15.0,7.5,14.0,1.0,1071532.8125,535766.40625,968500.8,103032.0,1071532.8125,535766.40625,968500.8,103032.0,2143065.625,1071532.8125,1937001.6,206064.0,2143065.625,1071532.8125,1937001.6,206064.0,,,,,0.0,0.0,0.0,0.0,0.0,,,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 4.800.000,01 A R$ 10.000.000,00",210000.0,8579208.0,0.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
476,476,e463d32cd5f520f2cbc93b2e2f130c53866bdd5fe463b1431eec6424a917cfa4,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,19.167123287671235,15 a 20,False,False,False,False,False,1999-09-02,False,True,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,False,AM,AZUL,ACIMA DE 1 ANO,22.0,ALTA,BOA,False,,817.04,CENTRO AMAZONENSE,MANAUS,False,3.0,3.0,0.0,43.0,63.0,31.0,3.0,,1.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,476.06666666666666,476.06666666666666,476.06666666666666,476.06666666666666,476.06666666666666,476.06666666666666,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,20606.400390625,20606.400390625,20606.4,20606.4,20606.400390625,20606.400390625,20606.4,20606.4,61819.19921875,61819.19921875,61819.2,61819.2,61819.19921875,61819.19921875,61819.2,61819.2,,,,,0.0,0.0,0.0,0.0,0.0,1.0,61819.19921875,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",185457.6,185457.6,4.0,2.0,50.0,50.0,,,,,,,1.0,,1.0,,,,2.0,,,2.0,153.1,0.0,0.0,4.0,6.0,112.21111111111112,200.76666666666668,69.0,176.93333333333337,200.76666666666668,153.1,2.0,2.0,2.0,0.0,0.0,0.0,1
312,312,e9b7ec14a83e25aa3bf1cf088504be4c0a9341a79cb92a03cb8ff80e10351fea,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,11.112328767123287,10 a 15,False,False,False,False,False,2007-09-20,False,False,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,0,0,,,,False,AM,AZUL,ACIMA DE 1 ANO,21.0,ALTA,BOA,False,,919.56,CENTRO AMAZONENSE,COARI,False,2.0,2.0,0.0,51.0,55.0,47.0,2.0,,1.0,1.0,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,145.85,187.9,103.8,103.8,187.9,145.85,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,61819.19921875,61819.19921875,61819.2,61819.2,61819.19921875,61819.19921875,61819.2,61819.2,1115457.59375,557728.796875,930000.0,185457.6,1115457.59375,557728.796875,930000.0,185457.6,,,,,0.0,0.0,0.0,0.0,0.0,2.0,1115457.59375,"ATE R$ 81.000,00","ATE R$ 81.000,00",61819.2,61819.2,14.0,1.0,0.0,100.0,,,,1.0,,,,,,,,,1.0,,,1.0,73.93333333333334,0.0,0.0,14.0,15.0,36.142222222222216,95.23333333333332,3.066666666666667,95.23333333333332,95.23333333333332,95.23333333333332,1.0,1.0,1.0,0.0,0.0,0.0,0
365,365,b542803f21de8716a68807725838c5b238632d0fecdc9e3b4c593d251b5ed73f,False,SOCIEDADE EMPRESARIA LIMITADA,MA,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,13.18082191780822,10 a 15,False,False,False,False,False,2005-08-26,False,False,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,40,10,,,,False,MA,VERDE,ACIMA DE 1 ANO,22.0,ALTA,BOA,False,,953.41,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,False,3.0,1.0,2.0,65.0,65.0,65.0,1.0,,1.0,,,,,,,2.0,0.0,0.0,0.0,0.0,10.940451745379876,19.3347022587269,2.5462012320328538,9.0,14.0,9.0,9.0,0.0,0.0,0.0,0.0,130.26666666666668,235.4,31.0,31.0,235.4,130.26666666666668,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,3.0,2.0,8.0,1.0,1.0,2.0,4.0,1.0,1481.0,2271.0,454.2,1307.0,0.0,96314313.625,24078578.40625,55060300.0,741830.4,143399933.625,35849983.40625,83517736.0,741830.4,470915908.75,52323989.86111111,275301500.0,210000.0,618466820.75,68718535.63888891,329711500.0,210000.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,,,"DE R$ 1.500.000,01 A R$ 4.800.000,00","DE R$ 300.000.000,01 A R$ 500.000.000,00",1730937.6,352719740.0,38.0,1504.0,20.0,80.0,,4.0,,3.0,1.0,1.0,,,1.0,,,1.0,9.0,,,10.0,4.4,4.0,6.0,38.0,48.0,35.67083333333332,166.3,0.0,44.12666666666667,166.3,4.4,10.0,12.0,17.0,-16.666666666666664,-41.17647058823529,54.54545454545455,44
